customerkey,gender,name,city,state_code,state,zip_code,country,continent,birthday
1429587,female,mary montgomery,lakewood,nj,new jersey,8701,united states,north america,1982-05-29
1429691,male,edgar williams,los angeles,ca,california,90013,united states,north america,1990-02-06
1429765,female,karen ngo,hartford,ct,connecticut,6103,united states,north america,1962-10-06
1429878,male,darrell mejia,san francisco,ca,california,94105,united states,north america,1967-03-28
1430214,male,scott suarez,okeechobee,fl,florida,34974,united states,north america,1998-01-09
1430321,male,joseph ostlund,goshen,ny,new york,10924,united states,north america,1979-04-28
1430604,male,gary wolfe,mobile,al,alabama,36608,united states,north america,1996-01-26
1430625,female,vera stoltzfus,rochester,ny,new york,14604,united states,north america,1939-10-21
1430661,male,corey kula,bedford,ma,massachusetts,1730,united states,north america,1966-04-11
1430718,female,sherry holloway,indianapolis,in,indiana,46204,united states,north america,2001-10-19
1430890,male,clyde emerson,brighton,ny,new york,14623,united states,north america,1977-07-19
1430917,female,louise white,los angeles,ca,california,90017,united states,north america,1953-10-15
1430923,male,jerry gilmore,savannah,ga,georgia,31401,united states,north america,1972-05-09
1431002,female,marcie shockley,philadelphia,pa,pennsylvania,19103,united states,north america,1961-05-24
1431209,female,crystal ball,richmond,va,virginia,23227,united states,north america,1959-11-03
1431393,male,michael rayburn,alamogordo,nm,new mexico,88310,united states,north america,1963-11-21
1431630,male,juan barnhart,new orleans,la,louisiana,70171,united states,north america,1960-07-22
1431715,female,ilana seymore,bucyrus,oh,ohio,44820,united states,north america,1957-11-03
1431767,male,william mayle,boston,ma,massachusetts,2110,united states,north america,1954-05-18
1431908,male,chris miller,saint louis,mo,missouri,63114,united states,north america,1966-05-01
1431935,male,michael blackburn,saint clairsville,oh,ohio,43950,united states,north america,1946-04-08
1431986,male,gregory savoy,star,tx,texas,76880,united states,north america,1978-06-08
1432139,male,ralph brungardt,piedmont,sc,south carolina,29673,united states,north america,1947-06-25
1432379,female,ann ruvalcaba,cardington,oh,ohio,43315,united states,north america,1990-01-07
1432419,male,elmer henderson,north dade,fl,florida,33180,united states,north america,1941-09-10
1432652,female,kate young,dallas,tx,texas,75201,united states,north america,1941-03-28
1432706,male,charles stott,tulsa,ok,oklahoma,74131,united states,north america,1970-01-26
1432818,female,barbara peters,los angeles,ca,california,90017,united states,north america,1997-10-17
1432834,male,ruben talamantes,norborne,mo,missouri,64668,united states,north america,1959-02-09
1432907,male,walter clifford,philadelphia,pa,pennsylvania,19103,united states,north america,1982-02-28
1433136,male,alan her,ontario,ca,california,91762,united states,north america,1952-04-30
1433216,male,kenneth tuttle,pasadena,ca,california,91107,united states,north america,1955-02-06
1433269,male,frederick mclean,bryans road,md,maryland,20616,united states,north america,1946-07-15
1433344,male,randall fowler,lynchburg,va,virginia,24504,united states,north america,1980-01-22
1433389,male,adrian watson,little rock,ar,arkansas,72208,united states,north america,1986-03-08
1433495,male,christopher barrett,aurora,co,colorado,80010,united states,north america,1988-04-20
1433539,male,darryl mcdermott,princeton,nj,new jersey,8540,united states,north america,1968-01-18
1433584,female,cameron ellison,rose hill,ia,iowa,52586,united states,north america,1943-11-03
1433628,male,edward dotson,oklahoma city,ok,oklahoma,73109,united states,north america,1991-03-09
1433764,male,gerald ayala,south burlington,vt,vermont,5403,united states,north america,1958-06-24
1433844,female,lucia bost,fort worth,tx,texas,76102,united states,north america,1976-07-12
1433991,female,betty durham,camden,nj,new jersey,8102,united states,north america,1953-04-12
1434399,male,jeff hughes,milwaukee,wi,wisconsin,53207,united states,north america,1946-08-20
1434562,male,william behn,liverpool,ny,new york,13088,united states,north america,1982-12-29
1434655,male,robert fox,pickens,sc,south carolina,29671,united states,north america,1954-08-16
1434894,female,kristen jones,hudson,ia,iowa,50643,united states,north america,1936-03-29
1435081,female,jane trejo,tinley park,il,illinois,60477,united states,north america,1977-12-31
1435185,female,jamie jacobs,flint,mi,michigan,48502,united states,north america,2000-12-03
1435339,female,virginia bright,windsor,ct,connecticut,6095,united states,north america,1948-07-24
1435532,female,donna chan,jackson,ms,mississippi,39201,united states,north america,1948-09-12
1435829,female,lisa haskell,washington,va,virginia,20005,united states,north america,1964-05-07
1435868,female,lakeesha mata,chicago,il,illinois,60605,united states,north america,1952-04-14
1436054,male,michael sutton,north little rock,ar,arkansas,72114,united states,north america,1983-11-03
1436124,male,shawn lilly,quilcene,wa,washington,98376,united states,north america,1970-04-04
1436157,male,david starr,pensacola,fl,florida,32501,united states,north america,1961-06-23
1436392,male,richard foley,chicago,il,illinois,60606,united states,north america,1952-06-26
1436857,female,melissa lozano,akron,oh,ohio,44308,united states,north america,1956-03-02
1436891,male,christopher kimble,georgetown,sc,south carolina,29440,united states,north america,1960-02-29
1437052,female,latrina cannon,trumbull,ct,connecticut,6611,united states,north america,1972-10-21
1437117,female,maria patterson,philadelphia,pa,pennsylvania,19103,united states,north america,1939-11-26
1437127,female,lisa ries,brookfield,wi,wisconsin,53005,united states,north america,1969-04-26
1437243,female,gladys wilks,philadelphia,de,delaware,19103,united states,north america,1963-07-04
1437275,female,margaret hayes,dallas,tx,texas,75207,united states,north america,1982-02-27
1437592,male,timothy flores,sioux city,ia,iowa,57106,united states,north america,1994-01-13
1437644,female,allison roberts,cutler,in,indiana,46920,united states,north america,1945-02-17
1437943,female,bette grant,loda,il,illinois,60948,united states,north america,1948-06-21
1437958,female,shannon webb,camden,nj,new jersey,8102,united states,north america,1999-12-25
1437978,male,donald burnette,fayetteville,nc,north carolina,28301,united states,north america,1976-09-26
1438050,female,angela roeder,champaign,il,illinois,61820,united states,north america,1939-02-16
1438329,male,jesus gray,wahpeton,nd,north dakota,58075,united states,north america,1960-06-22
1438425,female,karen klinger,le mars,ia,iowa,51031,united states,north america,1943-04-28
1438477,female,anna keane,canistota,sd,south dakota,57012,united states,north america,1943-04-02
1438489,female,annie walsh,atlanta,ga,georgia,30329,united states,north america,1959-06-17
1438900,female,sharon daly,longview,tx,texas,75604,united states,north america,1994-12-06
1438951,male,javier carr,san diego,ca,california,92073,united states,north america,1943-02-28
1439027,female,phyllis speicher,portland,pa,pennsylvania,97205,united states,north america,1972-01-11
1439472,female,barbara garnett,longview,tx,texas,75601,united states,north america,1980-09-19
1439502,male,wayne long,madison,wi,wisconsin,53703,united states,north america,1943-05-16
1439511,male,billy whitney,boulder,ut,utah,84716,united states,north america,1996-03-07
1439788,male,john tuck,palm bay,fl,florida,32905,united states,north america,1987-09-26
1440032,female,kimberly watters,san jose,ca,california,95134,united states,north america,2000-06-03
1440047,male,ronnie forsythe,pittsburgh,pa,pennsylvania,15205,united states,north america,1994-05-30
1440061,female,virgie farrell,belleville,ks,kansas,66935,united states,north america,1996-08-21
1440062,female,shelley haydon,hartford,ct,connecticut,6103,united states,north america,1972-06-18
1440084,male,joshua hargreaves,chicago,il,illinois,60610,united states,north america,1976-08-15
1440349,male,robert latch,philadelphia,pa,pennsylvania,19107,united states,north america,1969-02-16
1440476,male,charles gibbs,portsmouth,va,virginia,23707,united states,north america,1959-07-08
1440748,male,ronald massey,lebanon,tn,tennessee,37087,united states,north america,1998-07-02
1440753,female,cindy bradley,middletown,ct,connecticut,6457,united states,north america,1962-02-14
1440889,male,nicholas logan,mountain view,co,colorado,82939,united states,north america,1967-05-15
1441210,female,dorothy jensen,saint louis,mo,missouri,63146,united states,north america,1982-02-15
1441326,male,jose bell,el paso,tx,texas,79905,united states,north america,2000-06-06
1441384,male,robert downey,saginaw,mi,michigan,48607,united states,north america,1984-01-30
1441657,female,tiffany wilds,kansas city,mo,missouri,64106,united states,north america,1984-08-15
1441731,female,patricia overman,dover,de,delaware,19901,united states,north america,1972-05-16
1442048,female,diane meachum,harlingen,tx,texas,78550,united states,north america,1953-02-28
1442274,female,helen bellamy,birmingham,al,alabama,35203,united states,north america,1988-12-14
1442358,female,margery phillips,newnan,ga,georgia,30263,united states,north america,1968-11-10
1442626,male,sergio button,huntsville,al,alabama,35816,united states,north america,2001-04-14
1442640,female,barbara easterling,oklahoma city,ok,oklahoma,73102,united states,north america,1971-11-14
1442830,female,margaret scott,silver spring,md,maryland,20910,united states,north america,1940-04-05
1442865,female,cristie christopher,dyersburg,tn,tennessee,38024,united states,north america,1955-04-26
1442886,female,sara kennedy,wills point,tx,texas,75169,united states,north america,1993-12-11
1442911,female,edith wood,carlock,il,illinois,61725,united states,north america,1996-08-29
1443368,female,jessica yarbrough,jonesboro,ar,arkansas,72401,united states,north america,1974-06-19
1443446,male,dennis moldenhauer,elmsford,ny,new york,10523,united states,north america,1941-10-06
1443641,male,david rush,paola,ks,kansas,66071,united states,north america,1945-12-29
1443682,male,james quick,pittsburgh,pa,pennsylvania,15212,united states,north america,1946-05-23
1443760,female,jessica buckley,bridgeview,il,illinois,60455,united states,north america,1963-08-02
1444352,female,angela randall,boynton beach,fl,florida,33435,united states,north america,1991-11-12
1444672,female,rocio welcher,needham,ma,massachusetts,2192,united states,north america,1978-03-30
1444831,female,judith baum,hickory hills,il,illinois,60457,united states,north america,1991-04-27
1444901,male,lee parks,crystal lake,il,illinois,60014,united states,north america,1985-06-17
1444903,female,patricia clodfelter,columbus,al,alabama,31901,united states,north america,1947-10-13
1445061,male,elliott smith,walnut creek,ca,california,94596,united states,north america,1966-11-14
1445115,male,barry hicks,italy,tx,texas,76651,united states,north america,1964-01-09
1445195,male,joseph snyder,birmingham,al,alabama,35203,united states,north america,1951-09-14
1445497,male,william poor,roswell,nm,new mexico,88201,united states,north america,1973-07-17
1445597,female,sharon pak,houston,tx,texas,77002,united states,north america,1946-05-22
1445735,male,randall cheatham,des moines,ia,iowa,50313,united states,north america,1990-04-09
1446045,female,edith murillo,pikesville,md,maryland,21208,united states,north america,1968-03-14
1446473,male,walter white,harold,ky,kentucky,41635,united states,north america,1956-09-06
1446919,female,tiffany calkins,quanah,tx,texas,79252,united states,north america,1943-03-18
